2000,   2,  24,-118.533,  34.199,  -1.000,   0.101,   0.028,
2000,   2,  29,-118.533,  34.199,  -1.000,   0.087,  -1.000,
2000,   3,   2,-118.533,  34.199,  -1.000,   0.082,   0.042,
2000,   3,  10,-118.533,  34.199,   0.210,   0.117,   0.142,
2000,   3,  11,-118.533,  34.199,  -1.000,   0.089,   0.058,
2000,   3,  12,-118.533,  34.199,  -1.000,   0.140,  -1.000,
2000,   3,  13,-118.533,  34.199,  -1.000,   0.207,   0.036,
2000,   3,  14,-118.533,  34.199,   0.120,   0.087,   0.035,
2000,   3,  17,-118.533,  34.199,  -1.000,   0.199,   0.111,
2000,   3,  18,-118.533,  34.199,  -1.000,   0.101,  -1.000,
2000,   3,  20,-118.533,  34.199,  -1.000,   0.267,  -1.000,
2000,   3,  21,-118.533,  34.199,  -1.000,   0.046,   0.019,
2000,   3,  22,-118.533,  34.199,  -1.000,   0.033,   0.016,
2000,   3,  23,-118.533,  34.199,  -1.000,   0.183,  -1.000,
2000,   3,  25,-118.533,  34.199,   0.640,   0.264,   0.223,
2000,   3,  26,-118.533,  34.199,   0.150,   0.065,   0.065,
2000,   3,  30,-118.533,  34.199,   0.650,   0.349,   0.280,
2000,   3,  31,-118.533,  34.199,  -1.000,   0.052,   0.023,
2000,   4,   1,-118.533,  34.199,  -1.000,   0.067,   0.033,
2000,   4,   2,-118.533,  34.199,   0.160,   0.103,   0.059,
2000,   4,   3,-118.533,  34.199,   0.370,   0.194,   0.123,
2000,   4,   4,-118.533,  34.199,   0.180,   0.135,   0.075,
2000,   4,   5,-118.533,  34.199,  -1.000,   0.105,  -1.000,
2000,   4,   6,-118.533,  34.199,   0.910,   0.547,   0.269,
2000,   4,   8,-118.533,  34.199,  -1.000,   0.152,   0.063,
2000,   4,   9,-118.533,  34.199,  -1.000,   0.198,  -1.000,
2000,   4,  10,-118.533,  34.199,  -1.000,   0.105,   0.013,
2000,   4,  11,-118.533,  34.199,  -1.000,   0.122,   0.123,
2000,   4,  19,-118.533,  34.199,  -1.000,   0.151,   0.098,
2000,   4,  20,-118.533,  34.199,  -1.000,   0.106,   0.085,
2000,   4,  24,-118.533,  34.199,  -1.000,   0.281,   0.296,
2000,   4,  29,-118.533,  34.199,  -1.000,   0.078,   0.051,
2000,   4,  30,-118.533,  34.199,   0.110,   0.096,   0.065,
2000,   5,   1,-118.533,  34.199,  -1.000,   0.209,   0.269,
2000,   5,   2,-118.533,  34.199,   0.120,   0.095,   0.052,
2000,   5,   3,-118.533,  34.199,  -1.000,   0.137,   0.110,
2000,   5,   4,-118.533,  34.199,   0.560,   0.360,   0.189,
2000,   5,   7,-118.533,  34.199,  -1.000,   0.169,   0.033,
2000,   5,  11,-118.533,  34.199,  -1.000,   0.072,   0.005,
2000,   5,  12,-118.533,  34.199,  -1.000,   0.087,   0.046,
2000,   5,  13,-118.533,  34.199,  -1.000,   0.071,   0.040,
